*Tele EF EB theta(degree) phi(degree)
  10  8 11       67.2901     201.203
  10  8 12       67.2459     200.828
  10  8 13       67.2026     200.453
  10  8 14       67.1601     200.078
  10  8 15       67.1185     199.703
  10  8 16       67.0777     199.327
  10  8 17       67.0378     198.950
  10  8 18       66.9989     198.574
  10  8 19       66.9608     198.197
  10  8 20       66.9236     197.820
  10  8 21       66.8873     197.443
  10  8 22       66.8519     197.066
  10  8 23       66.8174     196.689
  10  8 24       66.7838     196.312
  10  8 25       66.7511     195.935
  10  8 26       66.7194     195.557
  10  8 27       66.6886     195.180
  10  8 28       66.6587     194.803
  10  8 29       66.6297     194.426
  10  8 30       66.6016     194.049
  10  8 31       66.5745     193.672
  10  9  0       68.1731     205.231
  10  9  1       68.1203     204.864
  10  9  2       68.0683     204.496
  10  9  3       68.0171     204.127
  10  9  4       67.9666     203.757
  10  9  5       67.9169     203.387
  10  9  6       67.8680     203.017
  10  9  7       67.8199     202.646
  10  9  8       67.7726     202.274
  10  9  9       67.7260     201.901
  10  9 10       67.6804     201.529
  10  9 11       67.6355     201.155
  10  9 12       67.5915     200.782
  10  9 13       67.5483     200.408
  10  9 14       67.5059     200.033
  10  9 15       67.4645     199.658
  10  9 16       67.4238     199.283
  10  9 17       67.3841     198.908
  10  9 18       67.3452     198.532
  10  9 19       67.3072     198.156
  10  9 20       67.2700     197.780
  10  9 21       67.2338     197.404
  10  9 22       67.1984     197.028
  10  9 23       67.1640     196.652
  10  9 24       67.1304     196.275
  10  9 25       67.0977     195.899
  10  9 26       67.0660     195.522
  10  9 27       67.0351     195.146
  10  9 28       67.0051     194.770
  10  9 29       66.9761     194.394
  10  9 30       66.9480     194.018
  10  9 31       66.9208     193.642
  10 10  0       68.5158     205.175
  10 10  1       68.4634     204.809
  10 10  2       68.4117     204.441
  10 10  3       68.3607     204.073
  10 10  4       68.3105     203.705
  10 10  5       68.2611     203.335
  10 10  6       68.2124     202.966
  10 10  7       68.1646     202.595
  10 10  8       68.1175     202.224
  10 10  9       68.0712     201.853
  10 10 10       68.0257     201.481
  10 10 11       67.9811     201.108
  10 10 12       67.9372     200.735
  10 10 13       67.8942     200.362
  10 10 14       67.8520     199.988
  10 10 15       67.8107     199.614
  10 10 16       67.7701     199.240
  10 10 17       67.7305     198.865
  10 10 18       67.6917     198.491
  10 10 19       67.6538     198.116
  10 10 20       67.6167     197.741
  10 10 21       67.5805     197.365
  10 10 22       67.5452     196.990
  10 10 23       67.5107     196.614
  10 10 24       67.4772     196.239
  10 10 25       67.4445     195.863
  10 10 26       67.4127     195.488
  10 10 27       67.3818     195.112
  10 10 28       67.3518     194.737
  10 10 29       67.3227     194.361
  10 10 30       67.2945     193.986
  10 10 31       67.2672     193.611
  10 11  0       68.8586     205.120
  10 11  1       68.8065     204.754
  10 11  2       68.7552     204.387
  10 11  3       68.7045     204.020
  10 11  4       68.6546     203.652
  10 11  5       68.6055     203.284
  10 11  6       68.5571     202.915
  10 11  7       68.5094     202.545
  10 11  8       68.4626     202.175
  10 11  9       68.4165     201.804
  10 11 10       68.3713     201.433
  10 11 11       68.3268     201.061
  10 11 12       68.2831     200.689
  10 11 13       68.2403     200.316
  10 11 14       68.1982     199.944
  10 11 15       68.1570     199.570
  10 11 16       68.1166     199.197
  10 11 17       68.0771     198.823
  10 11 18       68.0384     198.449
  10 11 19       68.0005     198.075
  10 11 20       67.9635     197.701
  10 11 21       67.9274     197.326
  10 11 22       67.8921     196.952
  10 11 23       67.8577     196.577
  10 11 24       67.8241     196.202
  10 11 25       67.7914     195.828
  10 11 26       67.7596     195.453
  10 11 27       67.7287     195.078
  10 11 28       67.6986     194.704
  10 11 29       67.6695     194.330
  10 11 30       67.6412     193.955
  10 11 31       67.6138     193.581
  10 12  0       69.2016     205.065
  10 12  1       69.1499     204.699
  10 12  2       69.0988     204.334
  10 12  3       69.0485     203.967
  10 12  4       68.9988     203.600
  10 12  5       68.9500     203.232
  10 12  6       68.9018     202.864
  10 12  7       68.8545     202.495
  10 12  8       68.8078     202.125
  10 12  9       68.7620     201.756
  10 12 10       68.7169     201.385
  10 12 11       68.6727     201.014
  10 12 12       68.6292     200.643
  10 12 13       68.5865     200.271
  10 12 14       68.5446     199.899
  10 12 15       68.5035     199.527
  10 12 16       68.4633     199.154
  10 12 17       68.4238     198.781
  10 12 18       68.3852     198.408
  10 12 19       68.3474     198.035
  10 12 20       68.3105     197.661
  10 12 21       68.2744     197.288
  10 12 22       68.2391     196.914
  10 12 23       68.2047     196.540
  10 12 24       68.1712     196.166
  10 12 25       68.1385     195.793
  10 12 26       68.1067     195.419
  10 12 27       68.0757     195.045
  10 12 28       68.0456     194.671
  10 12 29       68.0164     194.298
  10 12 30       67.9880     193.924
  10 12 31       67.9605     193.551
  10 13  0       69.5447     205.010
  10 13  1       69.4933     204.645
  10 13  2       69.4426     204.280
  10 13  3       69.3925     203.914
  10 13  4       69.3432     203.548
  10 13  5       69.2946     203.181
  10 13  6       69.2467     202.813
  10 13  7       69.1996     202.445
  10 13  8       69.1532     202.076
  10 13  9       69.1076     201.707
  10 13 10       69.0627     201.338
  10 13 11       69.0186     200.968
  10 13 12       68.9753     200.597
  10 13 13       68.9328     200.226
  10 13 14       68.8911     199.855
  10 13 15       68.8501     199.483
  10 13 16       68.8100     199.112
  10 13 17       68.7707     198.740
  10 13 18       68.7321     198.367
  10 13 19       68.6944     197.995
  10 13 20       68.6576     197.622
  10 13 21       68.6215     197.249
  10 13 22       68.5863     196.876
  10 13 23       68.5519     196.503
  10 13 24       68.5184     196.130
  10 13 25       68.4857     195.757
  10 13 26       68.4538     195.384
  10 13 27       68.4228     195.012
  10 13 28       68.3927     194.639
  10 13 29       68.3634     194.266
  10 13 30       68.3349     193.893
  10 13 31       68.3073     193.521
  10 14  0       69.8879     204.955
  10 14  1       69.8368     204.591
  10 14  2       69.7864     204.227
  10 14  3       69.7367     203.862
  10 14  4       69.6876     203.496
  10 14  5       69.6393     203.130
  10 14  6       69.5917     202.763
  10 14  7       69.5448     202.396
  10 14  8       69.4987     202.028
  10 14  9       69.4533     201.659
  10 14 10       69.4086     201.290
  10 14 11       69.3647     200.921
  10 14 12       69.3216     200.551
  10 14 13       69.2792     200.181
  10 14 14       69.2376     199.811
  10 14 15       69.1968     199.440
  10 14 16       69.1568     199.069
  10 14 17       69.1176     198.698
  10 14 18       69.0792     198.326
  10 14 19       69.0416     197.955
  10 14 20       69.0047     197.583
  10 14 21       68.9687     197.211
  10 14 22       68.9336     196.839
  10 14 23       68.8992     196.467
  10 14 24       68.8657     196.095
  10 14 25       68.8330     195.722
  10 14 26       68.8011     195.350
  10 14 27       68.7700     194.978
  10 14 28       68.7398     194.606
  10 14 29       68.7104     194.235
  10 14 30       68.6819     193.863
  10 14 31       68.6542     193.491
  10 15  0       70.2312     204.900
  10 15  1       70.1804     204.537
  10 15  2       70.1303     204.174
  10 15  3       70.0809     203.809
  10 15  4       70.0321     203.445
  10 15  5       69.9841     203.079
  10 15  6       69.9367     202.713
  10 15  7       69.8901     202.346
  10 15  8       69.8442     201.979
  10 15  9       69.7990     201.611
  10 15 10       69.7546     201.243
  10 15 11       69.7109     200.875
  10 15 12       69.6679     200.506
  10 15 13       69.6257     200.137
  10 15 14       69.5843     199.767
  10 15 15       69.5436     199.397
  10 15 16       69.5037     199.027
  10 15 17       69.4646     198.656
  10 15 18       69.4263     198.286
  10 15 19       69.3887     197.915
  10 15 20       69.3520     197.544
  10 15 21       69.3160     197.173
  10 15 22       69.2809     196.802
  10 15 23       69.2465     196.430
  10 15 24       69.2130     196.059
  10 15 25       69.1803     195.688
  10 15 26       69.1484     195.316
  10 15 27       69.1173     194.945
  10 15 28       69.0870     194.574
  10 15 29       69.0576     194.203
  10 15 30       69.0290     193.832
  10 15 31       69.0012     193.462
  10 16  0       70.5745     204.846
  10 16  1       70.5241     204.484
  10 16  2       70.4743     204.121
  10 16  3       70.4251     203.757
  10 16  4       70.3767     203.393
  10 16  5       70.3289     203.028
  10 16  6       70.2818     202.663
  10 16  7       70.2354     202.297
  10 16  8       70.1898     201.931
  10 16  9       70.1448     201.564
  10 16 10       70.1006     201.197
  10 16 11       70.0570     200.829
  10 16 12       70.0143     200.461
  10 16 13       69.9722     200.092
  10 16 14       69.9309     199.723
  10 16 15       69.8904     199.354
  10 16 16       69.8506     198.985
  10 16 17       69.8116     198.615
  10 16 18       69.7734     198.245
  10 16 19       69.7359     197.875
  10 16 20       69.6992     197.505
  10 16 21       69.6633     197.135
  10 16 22       69.6282     196.764
  10 16 23       69.5939     196.394
  10 16 24       69.5604     196.024
  10 16 25       69.5276     195.653
  10 16 26       69.4957     195.283
  10 16 27       69.4646     194.912
  10 16 28       69.4343     194.542
  10 16 29       69.4048     194.172
  10 16 30       69.3761     193.802
  10 16 31       69.3482     193.432
  10 17  0       70.9179     204.792
  10 17  1       70.8677     204.430
  10 17  2       70.8183     204.068
  10 17  3       70.7694     203.705
  10 17  4       70.7212     203.342
  10 17  5       70.6737     202.978
  10 17  6       70.6269     202.613
  10 17  7       70.5808     202.248
  10 17  8       70.5353     201.883
  10 17  9       70.4906     201.517
  10 17 10       70.4466     201.150
  10 17 11       70.4032     200.783
  10 17 12       70.3606     200.416
  10 17 13       70.3188     200.048
  10 17 14       70.2776     199.680
  10 17 15       70.2372     199.312
  10 17 16       70.1976     198.943
  10 17 17       70.1587     198.574
  10 17 18       70.1205     198.205
  10 17 19       70.0831     197.836
  10 17 20       70.0465     197.467
  10 17 21       70.0107     197.097
  10 17 22       69.9756     196.727
  10 17 23       69.9413     196.358
  10 17 24       69.9077     195.988
  10 17 25       69.8750     195.619
  10 17 26       69.8431     195.249
  10 17 27       69.8119     194.880
  10 17 28       69.7815     194.510
  10 17 29       69.7520     194.141
  10 17 30       69.7232     193.772
  10 17 31       69.6952     193.403
  10 18  0       71.2612     204.738
  10 18  1       71.2114     204.377
  10 18  2       71.1622     204.016
  10 18  3       71.1137     203.654
  10 18  4       71.0658     203.291
  10 18  5       71.0186     202.928
  10 18  6       70.9720     202.564
  10 18  7       70.9261     202.200
  10 18  8       70.8809     201.835
  10 18  9       70.8364     201.469
  10 18 10       70.7925     201.104
  10 18 11       70.7494     200.737
  10 18 12       70.7070     200.371
  10 18 13       70.6653     200.004
  10 18 14       70.6243     199.637
  10 18 15       70.5840     199.269
  10 18 16       70.5445     198.901
  10 18 17       70.5057     198.533
  10 18 18       70.4676     198.165
  10 18 19       70.4303     197.797
  10 18 20       70.3938     197.428
  10 18 21       70.3580     197.059
  10 18 22       70.3229     196.691
  10 18 23       70.2886     196.322
  10 18 24       70.2551     195.953
  10 18 25       70.2224     195.584
  10 18 26       70.1904     195.216
  10 18 27       70.1592     194.847
  10 18 28       70.1288     194.478
  10 18 29       70.0991     194.110
  10 18 30       70.0703     193.742
  10 18 31       70.0422     193.373
  10 19  0       71.6045     204.685
  10 19  1       71.5550     204.324
  10 19  2       71.5062     203.964
